content,day,time,noon,venue,Id_program,sections,transaction,title,abstract,authors,track,invited,invited_keynote,authors_affiliation
Optimizing SiN Composition for Enhanced Charge-Trapping in Next-Generation 3D NAND Flash Memories,12 March 2025 (Wednesday),12:15pm,morning," Multifunction Hall 2&3, 2/F, 17W",W-4-6-6,11:00am to 12:30pm,EDTM25-000020,Optimizing SiN Composition for Enhanced Charge-Trapping in Next-Generation 3D NAND Flash Memories,"This study investigates the optimization of charge-trap silicon nitride (CT-SiN) for 3D NAND flash memories. We employed density functional theory (DFT) calculations and experimental analysis to identify the material properties influencing electron-trap levels, trap density, and program/erase (P/E) endurance. Our results demonstrate that a near-stoichiometric N/Si ratio of 1.13 offers the deeper electron traps and higher trap density, leading to improved P/E endurance. This study paves the way for significantly improved performance of CT-SiN in future 3D NAND devices.","Tomoya Nagahashi,Hajime Karasawa,Ryota Horiike,Atsushi Oshiyama,Kenji Shiraishi",04 Memory Technologies,0,,"Tomoya Nagahashi,Hajime Karasawa,Ryota Horiike,Atsushi Oshiyama,Kenji Shiraishi, Nagoya University, Japan "
Physics-Based Circuit-Compatible Model of Polycrystalline Hafnia-based 3D Ferroelectric Capacitor for High-,12 March 2025 (Wednesday),11:00am,morning," INNO2 Multifunction Hall 1, 2/F, 17W",W-7-6-1,11:00am to 12:30pm,EDTM25-000527,Physics-Based Circuit-Compatible Model of Polycrystalline Hafnia-based 3D Ferroelectric Capacitor for High-Density Memory Applications,"In this work, based on finite element method, a physics-based equivalent circuit model for polycrystalline hafnia-based 3D ferroelectric capacitor is proposed and developed, which can capture the cylindrical geometric feature and the impacts from complex phase distribution in actual ferroelectric film for the first time. The proposed circuit-compatible model shows high accuracy compared with TCAD simulation and significantly improved computation efficiency compared with previous methods. Moreover, two typical types of phase distribution in ferroelectric capacitors are discussed based on the experimental characterization for model modification. Based on the proposed model, it is suggested to improve the ferroelectricity near inner electrode and reduce the possible interfacial dielectric layer thickness of 3D ferroelectric capacitor for high density memory application.","Minyue Deng,Jiayan Zhu,Chang Su,Liang Chen,Shengjie Cao,Qianqian Huang,Ru Huang",07 Modelling and Simulation,0,,"Minyue Deng,Jiayan Zhu,Chang Su,Liang Chen,Shengjie Cao,Qianqian Huang,Ru Huang, Peking University, China "
Modeling of the Switching Characteristics of Ag/HfO?-based Volatile Memristors,12 March 2025 (Wednesday),11:15am,morning," INNO2 Multifunction Hall 1, 2/F, 17W",W-7-6-2,11:00am to 12:30pm,EDTM25-000063,Modeling of the Switching Characteristics of Ag/HfO₂-based Volatile Memristors,"The Ag/HfO₂-based volatile memristor shows great potential for use in low-power logic transistors and neuromorphic computing. In this paper, we present a compact current-voltage (I-V) model for Ag/HfO₂-based threshold switching memristors, based on the formation and rupture of conductive filaments. From this model, we derive analytical expressions for the threshold voltage (V_th) and hold voltage (V_h) that describe the switching characteristics for the first time. The calculated results align closely with experimental data. Finally, we systematically analyze the influence of various process parameters on V_th and V_h","Qin Xie,Yikang Huo,Chunsheng Jiang",07 Modelling and Simulation,0,,"Qin Xie,Yikang Huo,Chunsheng Jiang, Guangxi Normal University, China "
On the Evaluation of Remnant Polarization in 3D Cylindrical Hafnia-based Ferroelectric Capacitors,12 March 2025 (Wednesday),11:30am,morning," INNO2 Multifunction Hall 1, 2/F, 17W",W-7-6-3,11:00am to 12:30pm,EDTM25-000245,On the Evaluation of Remnant Polarization in 3D Cylindrical Hafnia-based Ferroelectric Capacitors,"In this study, we establish a phase field model for the 3D cylindrical hafnia-based ferroelectric capacitors (FeCAPs) to capture the ferroelectric (FE) characteristics of the cross-section. Based on this, we show how the remnant polarization (Pr) can be evaluated with minimum error. We further carry out an in-depth analysis on how geometric factors influence the FeCAP performance. Our results indicate that cylindrical FeCAPs with a smaller inner radius exhibit lower Pr due to intensified depolarization field. With increasing inner radius, Pr of cylindrical FeCAP approaches that of planar FeCAP. This model provides a valuable tool for assessing memory capacity and optimizing the structure of 3D FeRAMs.","Yishan Wu,Puyang Cai,Junwei Guo,Haobo Lin,Xuepei Wang,Jinhao Liu,Boyao Cui,Yichen Wen,Maokun Wu,Runsheng Wang,Sheng Ye,Haibao Chen,Pengpeng Ren,Zhigang Ji,Ru Huang",07 Modelling and Simulation,0,,"Yishan Wu,Puyang Cai,Junwei Guo,Haobo Lin,Xuepei Wang,Jinhao Liu,Boyao Cui,Yichen Wen,Maokun Wu,Runsheng Wang,Sheng Ye,Haibao Chen,Pengpeng Ren,Zhigang Ji,Ru Huang, Shanghai Jiao Tong University, China "
Threshold Switching Memristor-Based Spiking Neuron Modeling and Simulation,12 March 2025 (Wednesday),11:45am,morning," INNO2 Multifunction Hall 1, 2/F, 17W",W-7-6-4,11:00am to 12:30pm,EDTM25-000338,Threshold Switching Memristor-Based Spiking Neuron Modeling and Simulation,"Spiking neurons are key building blocks in neuromorphic computing for information encoding into spikes. Emergent threshold switching memristors (TSMs) with unique self-rest threshold switching show great promise to facilitate compact spiking neuron designs towards VLSI. In this work, we model the TSMs in standardized Verilog-A and design compact Leaky Integrate-and-Fire (LIF) neurons on Cadence Virtuoso using the Verilog-A model. The neurons are proved capable of processing both digital and analog signals for spike-based neuromorphic computing.","Pengyu Liu,Lekai Song,Kong Pang Pun,Guohua Hu",07 Modelling and Simulation,0,,"Pengyu Liu,Lekai Song,Kong Pang Pun,Guohua Hu, The Chinese University of Hong Kong, Hong Kong "
Surrogate MTJ Model for Early-stage MRAM Macro Reliability Analysis,12 March 2025 (Wednesday),12:00pm,morning," INNO2 Multifunction Hall 1, 2/F, 17W",W-7-6-5,11:00am to 12:30pm,EDTM25-000195,Surrogate MTJ Model for Early-stage MRAM Macro Reliability Analysis,"As emerging magnetic tunnel junction (MTJ) device has been gradually optimized, magnetic random-access memory (MRAM) macro performance requires early-stage estimation and implementation based on SPICE compatible model. This work analyzes the main physical characteristics of MTJ and proposes a novel reliable surrogate model for early-stage MRAM performance evaluation. The model adjusts write voltage and timing according to error correcting code (ECC) capability and facilitates the evaluation of write power consumption. The model is validated with a 55-nm CMOS process, with a critical dimension of 78-nm MTJ and a 0.216 µm2 single bit-cell layout area. The surrogate model fits the MTJ magnetoresistance across a wide range of temperatures, voltages and prevents from endurance degradation. The simulated power consumption of write path can be reduced by 16.5%.","Quanhai Zhu,Hao Cai",07 Modelling and Simulation,0,,"Quanhai Zhu,Hao Cai, Southeast University, China "
A Compact Model for GIDL-assisted Erase Transients of 3D MONOS Charge-Trap NAND Flash Memories,12 March 2025 (Wednesday),12:15pm,morning," INNO2 Multifunction Hall 1, 2/F, 17W",W-7-6-6,11:00am to 12:30pm,EDTM25-000088,A Compact Model for GIDL-assisted Erase Transients of 3D MONOS Charge-Trap NAND Flash Memories,"This paper presents an enhanced compact model for describing the time dynamics of GIDL-assisted erase in MONOS 3D NAND flash strings. Compare to previous models, our approach accounts for both electron back-tunneling from metal gate and electron emission from CTN under high electric fields. While increasing the thickness of BOX reduces electron back tunneling, it also slows the erase transient speed. An increase in the gate work function (WF) can suppress back tunneling and delay saturation, thereby improving the overall erase characteristics.","Chang Hyeok Im,Sungju Kim,Hyungcheol Shin",07 Modelling and Simulation,0,,"Chang Hyeok Im,Sungju Kim,Hyungcheol Shin, Seoul National University, South Korea "
Polyoxometalate-doped Memristor with Redox Dynamics for Reliable Single-component Artificial Neuron,12 March 2025 (Wednesday),11:00am,morning," Grand Hall A, 1/F, 12W",W-8-3-1,11:00am to 12:30pm,EDTM25-000164,Polyoxometalate-doped Memristor with Redox Dynamics for Reliable Single-component Artificial Neuron,"This work reported a Polyoxometalate (POM)-doped Ag/WSe2/Ag memristor (PDM) with reversible redox dynamics to implement steady leaky integrate-and-fire (LIF) neuronal behaviors. Based on POM-assisted targeted reduction of Ag+, the device demonstrates highly stable I-V characteristics and rapid self-reset performance under various voltage sweeping ranges. Besides, pulse amplitude-dependent LIF characteristics can be simulated with a pulse width of 1 ms by a single PDM, facilitating simplifying the hardware implementations of spiking neural network.","Shirui Zhu,Yan-Bing Leng,Guohua Zhang,Yu-Qi Zhang,Pengfei Han,Hecheng Cai,Ziyu Lv,Yongbiao Zhai,Ye Zhou,Suting Han",08 Reliability and testing,1,[Invited],"Su-Ting Han, Hong Kong Polytechnic University, Hong Kong "
HRS Retention of 28 nm BEOL integrated ReRAM,12 March 2025 (Wednesday),11:20am,morning," Grand Hall A, 1/F, 12W",W-8-3-2,11:00am to 12:30pm,EDTM25-000243,HRS Retention of 28 nm BEOL integrated ReRAM,"This paper investigates the retention characteristics of resistive switching random access memory (ReRAM) integrated BEOL into 28 nm CMOS. It analyzes the high-resistance state (HRS) degradation on short and long time scales considering Mbit statistics. It combines accelerated life testing (ALT) and 3D Kinetic Monte Carlo simulations. An evaluation method based on the broadening of the observed log-normal read current distributions is proposed. Via this method, an activation energy of approximately 2 eV is estimated for oxygen vacancy migration.","Stefan Wiefels,Nils Kopperberg,Stephan Menzel",08 Reliability and testing,1,[Invited],"Stefan Wiefels, Forschungszentrum Jülich, Germany "
Impact of Oxide Quality in Self-Aligned Block Region on Hot Carrier Degradation in n-Type CFP-LDMOS with,12 March 2025 (Wednesday),11:40am,morning," Grand Hall A, 1/F, 12W",W-8-3-3,11:00am to 12:30pm,EDTM25-000014,Impact of Oxide Quality in Self-Aligned Block Region on Hot Carrier Degradation in n-Type CFP-LDMOS with 0.18 µm Bipolar-CMOS-DMOS Technology,"In this work, the effect of oxide quality in the self-aligned block (SAB) region of n-LDMOS with contact field plate on hot carrier degradation (HCD) is investigated. Experiments and simulations confirm that the degradation of ID and Rsp in on-state HCD is less than that in off-state HCD due to the capture competition mechanism between electrons and holes. This trapping mechanism is inhibited when the combination process is used to form high-quality oxides in the SAB region, improving HCD.","Qiao Teng,Yixian Song,Junzhe Kang,Kai Xu,Dawei Gao",08 Reliability and testing,0,,"Qiao Teng,Yixian Song,Junzhe Kang,Kai Xu,Dawei Gao, Zhejiang University, China "
Effect of the Channel Thickness on the PBS Reliability and 1/f Noise of the ALD Ultrathin ITO Field-Effect,12 March 2025 (Wednesday),11:55am,morning," Grand Hall A, 1/F, 12W",W-8-3-4,11:00am to 12:30pm,EDTM25-000219,Effect of the Channel Thickness on the PBS Reliability and 1/f Noise of the ALD Ultrathin ITO Field-Effect Transistor,"In this work, we report ITO transistors by atomic layer deposition with channel thickness of 2.5 nm and 3.4 nm. The 3.4-nm-thick ITO FETs exhibit a high field-effect mobility µ (36 cm2/V·s) and a negligible Vth shift of -30 mV under Vth + 2 V. Meanwhile, the 1/f noise behavior of 3.4-nm-thick ITO FETs can be described by the carrier number fluctuation model.","Xuefei Li,Jiaming Zhao,Peiyan Hong",08 Reliability and testing,0,,"Xuefei Li,Jiaming Zhao,Peiyan Hong, Huazhong University of Science and Technology, China "
Enhanced Gate Stack Reliability Test Framework for GaN HEMT in High-Stress Environments Leveraging on,12 March 2025 (Wednesday),12:10pm,morning," Grand Hall A, 1/F, 12W",W-8-3-5,11:00am to 12:30pm,EDTM25-000339,Enhanced Gate Stack Reliability Test Framework for GaN HEMT in High-Stress Environments Leveraging on Ramp and Constant Voltage Stress Protocols,"This study proposes an enhanced reliability testing framework for GaN transistors, utilizing two distinct reliability test protocols. The first protocol, a successive multi-stage compliance ramp voltage sweep (MSC-RVS), incrementally increases the voltage to the gate breakdown threshold with varying current compliance, allowing a detailed analysis of failure progression in GaN devices. MSC-RVS enables modeling of the physics of failure mechanisms as functions of temperature and voltage through stage-specific electrical and physical failure analysis. The second protocol employs a constant voltage stress (CVS) scheme, applying fixed current compliance while varying voltage levels. CVS testing under different voltage and temperature conditions supports parameter fitting of the physics of failure models, calibration, and subsequent device lifetime predictions (extrapolation). This study, conducted at room temperature, highlights a multimodal failure mechanism within the device, revealing different regions susceptible to degradation. Three primary failure regions were identified: Schottky, Passivation, and PiN, each associated with unique failure modes: (A) Schottky-only breakdown, (B) Schottky with passivation breakdown, and (C) combined Schottky with PiN/passivation breakdown. The findings provide valuable insights into the multimodal failure pathways in p-GaN gate HEMTs, advancing the understanding of their reliability under varied stress conditions.","Jerry Joseph James,Nagarajan Raghavan",08 Reliability and testing,0,,"Jerry Joseph James,Nagarajan Raghavan, Singapore University of Technology and Design (SUTD), Singapore "
